EKITI STATE GOVERNORSHIP ELECTION RESULTS 2026,,,,,,,,,,,,RESULT SUMMARY,,,,,,,
Results from Irev,,,,,,,,,,,,APC,PDP,ADC,LP,ACCORD,SDP,Total PU,PU Entered
Result by Polling Units,,,,,,,,,,,,00,00,00,00,00,00,2445,0
LGA,WARD,WARD CODE,POLLING UNITS,PU CODE,APC,PDP,ADC,LP,ACCORD,SDP,,,,,,,,,
IJERO,IKORO WARD 'A',10,AAFIN - NEAR PALACE AREA,017,,,,,,,,,,,,,,,
IJERO,IKORO WARD 'A',10,SOSO FARM - NEAR BAPTIST FARM,018,,,,,,,,,,,,,,,
IJERO,IKORO WARD 'A',10,OPEN SPACE AT AROWOLOS HOUSE,019,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE AGBA - COMMUNITY PRIMARY SCHOOL TEMIDIRE,001,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE AGBA - BUS STOP TEMIDIRE,002,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,IDI AYAN / IN FRONT OF ALAYAN'S HALL,003,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,ODO - ODE / IPARAO - IN FRONT OF FELE'S HOUSE,004,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE ODE I - CATHOLIC PRIMARY SCHOOL,005,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE - ODE II - IN FRONT OF EGOME'S HOUSE,006,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,AAFIN - IROKO TOWN HALL,007,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,IWARO - ST. PAULS' PRIMARY SCHOOL,008,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE - IROKO - IN FRONT OF CHIEF AKOLEOLA HOUSE,009,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE ODE - IN FRONT OF MADAM APANISILE,010,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,TEMIDIRE - INSIDE BUS STOP,011,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,ADURALERE - COMMUNITY PRIMARY SCHOOL / IDAO,012,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,OKE AGBEDE - MARKET SQURE,013,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,TEMIDIRE STREET - TEMIDIRE PREMISES,014,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,ILUKUNO - AAFIN,015,,,,,,,,,,,,,,,
IJERO,EKAMARUN WARD,11,"EMMANUEL ANG. NUR/PRY SCHOOL, ILUKUNO",016,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IJERO,EKAMETA,12,OBATEDO - COMMUNITY PRIMARY SCHOOL A,001,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,AAFIN - COMMUNITY PRIMARY SCHOOL B,002,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,IWARO - TEMIDIRE AREA,003,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,AAFIN - PALACE PREMISES,004,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,OKE ARAROMI - ST. MARY'S CATHOLIC PRIMARY SCHOOL COMPOUND,005,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,ODO ILARO - ST. PAULS ANGLICAN PRIMARY SCHOOL COMPOUND,006,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,OKE ARAROMI - ST. MARY'S SCHOOL,007,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,ERIJIYAN I - NEAR MATERNITY CENTRE,008,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,ERIJIYAN II - NEAR MATERNITY,009,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,ILE ODOFIN - BAPTIST PRIMARY SCHOOL COMPOUND,010,,,,,,,,,,,,,,,
IJERO,EKAMETA,12,AAFIN - BAPTIST PRIMARY SCHOOL COMPOUND EPE,011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
,LG SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,ATIBA/AAFIN,01,NEAR KING'S PALACE - AAFIN,001,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,ARO ATIBA HALL - SAO AGBADAMU,002,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,ELEMO ODO HALL - AKAMUJA,003,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,L. A. PRIMARY SCHOOL - OWALEMISORO,004,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,ST LUKE'S PRIMARY SCHOOL - AKOMOLAGBE,005,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,ST LUKE'S PRIMARY SCHOOL - AYALODI,006,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,"ATIBA BUS STOP - OJUMURO , OSOORE / EYEJUMO",007,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,CUSTOM BUILDING - AJOLAGUN,008,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,OPEN SPACE AT OBATERU LANE,009,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,OPEN SPACE AT OJA OBA COMPLEX,010,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,OPEN SPACE IN FRONT OF AKINLAJA HALL,011,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,"ST. SILAS ANGLICAN NURSERY/ PRIMARY SCHOOL, URO",012,,,,,,,,,,,,,,,
IKERE,ATIBA/AAFIN,01,AJOLAGUN HIGH SCHOOL,013,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,OKERUKU,02,VERTINARY HALL - OISA ALADA,001,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OLOGUNSABA HALL - OLOGUNSABA,002,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,ASAO HALL - ASAO,003,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OISA AGBEGEDE HALL - OISA AGBEGEDE,004,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,RENU ORISAJEWI HALL - RENU ORISAJEWI I,005,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,IDI - ISIN JUNCTION UNDER THE (TREE) IDI - ISIN RENU ORISAJEWI II,006,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OFAMOFURU HALL - OFAMOFURU,007,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,L. A. PRIMARY SCHOOL - L. A. SCHOOL,008,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OISA ALADA HALL,009,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OPEN SPACE/ T-JUNCTION AT ATEGBESAN,010,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,ELEYINMI HALL,011,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,NINIOWO 1 BUS STOP CHANNEL 1 BUS STOP,012,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,AGABA OLA HALL,013,,,,,,,,,,,,,,,
IKERE,OKERUKU,02,OPEN SPACE AT ADESUGBA/ OFF NITEL,014,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,UGELE/AROKU,03,EKUASA - AWADOIERUA HALL - EKUASA AWADOIERUA,001,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,AMUAKUN HALL - AMUAKUN,002,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,EKUASA OGANGAN HALL - EKUASA ALAPANSAPA,003,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,OLORIAWO HALL - OLORIAWO / AROWOLO,004,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,OSAGBURU HALL / SAO ONILEKE,005,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,OSAGBURU HALL / OKE OLOTI,006,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,AJAKA HALL - AJAKA HALL,007,,,,,,,,,,,,,,,
IKERE,UGELE/AROKU,03,ILE-IMI / OLUPEGBA,008,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,AGBADO/OYO,04,ABA OYO HALL - ABA OYO,001,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,ALAYINRIN HALL - ALAYINRIN,002,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,IN FRONT OF TAMI'S HALL - TAMI AGBADO,003,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,IN FRONT OF CHIEF EDEMO'S HOUSE - EDEMO'S HOUSE,004,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,ST. PIUS PRIMARY SCHOOL - GBOLAGUN,005,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,"COLLEGE OF EDUCATION BUS STOP, COLLEGE OF EDUCATION / OKE AYEYE",006,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,ISODA HALL - ODOFIN / AGBADO,007,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,ELEYO HIGH SCHOOL HALL - ELEYO HIGH SCHOOL HALL,008,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,AGBADO/ OYO COMMUNITY PRY SCHOOL,009,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,TEPO-TIYO JUNCTION NEAR APOSTOLIC FAITH,010,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,OPEN SPACE AT HIGH COURT,011,,,,,,,,,,,,,,,
IKERE,AGBADO/OYO,04,OPEN SPACE AT ASEYORI JUNCTION/ OPPOSITE SAWMILL,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,OGBONJANA,05,EKUASA OLORIAWO HALL - EKUASA,001,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,ASAE OKOROKORO HALL - ABEGUNDE / APOSTOLIC,002,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,ISAOYE HALL / SALOTUN / SAYA,003,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,ELEJOKA HALL - ODOKORO / ONIJOKA,004,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,ST. THOMAS PRIMARY ANGLICAN SCHOOL ESELOMO -SALOTUN ASAO,005,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,ST. JOSEPH PRIMARY SCHOOL - OLOWA,006,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,"C.A.C CHURCH, C. A. C CHURCH",007,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,OPEN SPACE AT T-JUNCTION AT ASAE OMOWA,008,,,,,,,,,,,,,,,
IKERE,OGBONJANA,05,OPEN SPACE AT GEGE MARKET SQUARE,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,OKE - OSUN,06,HOLY TRINITY PRIMARY SCHOOL - OISA ONISE ALE,001,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,GARAGE - ILE ARO / EREJA,002,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,A. U. D. PRIMARY SCHOOL - AJOBO / A. U. D.,003,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,UNITY SECONDARY SCHOOL / UNITY SECONDARY AREA I,004,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,UNITY SECONDARY SCHOOL / UNITY SECONDARY AREA II,005,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,COMMUNITY PRIMARY SCHOOL - ONIYO WELFARE,006,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,GARAGE BUS STOP - UGBOOKA JUNCTION,007,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,OPEN SPACE IN FRONT OF GOVERNMENT SPECIAL SCHOOL FOR THE BLIND,008,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,OPEN SPACE AT ALADEJEBI MOFERERE,009,,,,,,,,,,,,,,,
IKERE,OKE - OSUN,06,OPEN SPACE AT OGO OLUWA JUNCTION NEAR C&S,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,IDEMO,07,EDEMO HALL - EDEMO HALL AREA,001,,,,,,,,,,,,,,,
IKERE,IDEMO,07,OPA RERE HALL - OPA RERE HALL,002,,,,,,,,,,,,,,,
IKERE,IDEMO,07,ODEPETU HALL - ODE PETU HALL,003,,,,,,,,,,,,,,,
IKERE,IDEMO,07,L. A. PRIMARY SCHOOL / ADEMUSIRE,004,,,,,,,,,,,,,,,
IKERE,IDEMO,07,EBENEZER A. / C. SCHOOL - ELEMOSO,005,,,,,,,,,,,,,,,
IKERE,IDEMO,07,SARUKU AJIBOYE HALL - AJIBOYE HALL AREA,006,,,,,,,,,,,,,,,
IKERE,IDEMO,07,ALABISOYE HALL - EJEMUA ALABISOYE,007,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,ILAPETU/IJAO,08,IBARIBA HALL - ILAPETU / IBARIBA,001,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,OKITIKO HALL - OKITIKO,002,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,OSOLO HALL - ILAPETU,003,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,EJIMO HALL - EJIMO,004,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,OLOWU HALL - OLOWU,005,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,AJOLEHINOGUN HALL - AJOLEHINOGUN,006,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,BAPTIST PRIMARY SCHOOL - IJAO HALL,007,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,ST PETER'S PRIMARY SCHOOL - IJAO,008,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,OISA OLORUNFEMI - OISA OLORUNFEMI,009,,,,,,,,,,,,,,,
IKERE,ILAPETU/IJAO,08,OPEN SPACE AT OKE IGBALA JUNCTION,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,ARE ARAROMI,09,ST. JOHN'S PRIMARY SCHOOL - ALUKOGEGE,001,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,ST. MARY'S PRIMARY SCHOOL - ALUKOGEGE,002,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,GOD'S GRACE PRIMARY SCHOOL - ADEWUNMI / OBATAYO,003,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,A. U. D. PRIMARY SCHOOL - OLUMUROKO I,004,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,A. U. D. PRIMARY SCHOOL - OLUMUROKO II,005,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,GOD'S GRACE PRIMARY SCHOOL - ALAKALOKO I,006,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,ST JAME'S PRIMARY SCHOOL - ARAROMI,007,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,COMMUNITY PRIMARY SCHOOL - OKONDO / ASO VILLAGE,008,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,OPEN SPACE AT AYETORO/ORITA MERIN JUNCTION,009,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,OPEN SPACE AT BAMITALE ALONG ST. MARYS ROAD,010,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,OPEN SPACE AT OKE IGBE JUNCTION,011,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,IKERE HIGH SCHOOL,012,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,IN FRONT OF STATE SPECIALIST HOSPITAL,013,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,IFESOWAPO COMMUNITY NUR/PRY SCHOOL,014,,,,,,,,,,,,,,,
IKERE,ARE ARAROMI,09,OPEN SPACE AT OKEGBE HILL NEAR VICTORY CITY,015,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,AFAO/KAJOLA,10,MARKET PLACE - ODOFIN COMPOUND,001,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,ARO HALL - ARO COMPOUND PRIMISES,002,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,AFAO MARKET - AJAGEMO,003,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,ST JOHN'S PRIMARY SCHOOL - ILOJE COMPOUND,004,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,L. A. PRIMARY SCHOOL - OISA / OLUSUA,005,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,ANNCO SCHOOL - ANNCO AREA,006,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,HEALTH CENTRE - OKE ORIRO I,007,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,HEALTH CENTRE - OKE ORIRO II,008,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,ADO GARAGE - ILUPEJU SAWMILL,009,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,OPEN SPACE AT ARO/ ODOFIN/ENEJAN JUNCTION,010,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,BASIC HEALTH CENTRE ODO-ORO AFAO,011,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,OPEN SPACE AT AKOMOLEDE,012,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,OPEN SPACE AT SHASHA MARKET,013,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,"ILUTUNTUN, HEALTH CENTRE AFAO/ KAJOLA",014,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,AFRICAN CHURCH COMPREHENSIVE HIGH SCHOOL,015,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,"ILUPEJU PRIMARY NSCHOOL BEHINDE, ADO GARAGE",016,,,,,,,,,,,,,,,
IKERE,AFAO/KAJOLA,10,OPEN SPACE AT OBASANJO ESTATE JUNCTION/ FAGBOHUN,017,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKERE,ODOSE,11,POST OFFICE BUS STOP - SAYA /POST OFFICE EREJA,001,,,,,,,,,,,,,,,
IKERE,ODOSE,11,NEAR MARKET PLACE ODOSE - OISA OYINKUNRIN,002,,,,,,,,,,,,,,,
IKERE,ODOSE,11,NEAR CHURCH OF THE LORD - CHURCH OF THE LORD AREA,003,,,,,,,,,,,,,,,
IKERE,ODOSE,11,METHODIST PRIMARY SCHOOL - ILUMOBA,004,,,,,,,,,,,,,,,
IKERE,ODOSE,11,ST BRIDGET PRIMARY SCHOOL - ALASA ODO,005,,,,,,,,,,,,,,,
IKERE,ODOSE,11,L. A. PRIMARY SCHOOL - OLOGUNLEKO / ALOFIN,006,,,,,,,,,,,,,,,
IKERE,ODOSE,11,ARO HALL - IGBO / ORU / ALAGUNTAN,007,,,,,,,,,,,,,,,
IKERE,ODOSE,11,NEW F. S. P. TRAINING CENTRE - NEW MARKET AREA,008,,,,,,,,,,,,,,,
IKERE,ODOSE,11,PUBLIC PARK NEAR ROUND ABOUT,009,,,,,,,,,,,,,,,
IKERE,ODOSE,11,OPEN SPACE AT BAMITALE ALAFIATAYO / MOSHOOD,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
,LG SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF ALASIN'S PALACE - AOFIN,001,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,HOLY APOSTOLIC PRIMARY SCHOOL - EMUYIN / PALM GROVE,002,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF CHIEF OYE'S HOUSE - IDOFIN/ AUD,003,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF OBALOKE'S HOUSE - AOFIN / ILADO / ISOLO / IGBONA,004,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,BESIDE BALE'S HOUSE - ABA AJILEYE,005,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,ABUTURU - ODO OKO / PAPA / ADODO / BUTURU,006,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF ALONGE'S HOUSE - IGBEDE ILADO,007,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,INFRONT OF OLOTUNJA'S HOUSE - AOFIN,008,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF ADEYEMI'S HOUSE - ODO IPA,009,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF BADMUS'S HOUSE - ILOTIN / IMUO,010,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,IN FRONT OF AJAYI'S HOUSE - OKE ODO / IJISUN,011,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST I,01,THE HOLY APOSTOLIC PRIMARY SCHOOL,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF AINA'S HOUSE - ITAO / ILOYE I,001,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF OMOTOBI'S HOUSE - IJEMU / AAFIN / ITAO / ILOYE II,002,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF AAFIN'S PALACE - ISALU / ORA,003,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF D. S. AJAYI'S HOUSE - ILOGBO I,004,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,NEAR D. S. AJAYI'S HOUSE - ILOGBO II,005,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,INFRONT OF AJIBOYE'S HOUSE - IGBODO /AGO IGBIRA,006,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,MARKET STALL ISABA - IDOFIN,007,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF ALAMO'S HOUSE - ILAMO,008,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF ASABA'S PALACE - AOFIN,009,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF OGUNSAKIN'S HOUSE - ILALE / ILAWE,010,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF ADENIGBA'S HOUSE - OGBONTITUN / OKE GBA,011,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF OLUWATUYI'S HOUSE - KAJOLA,012,,,,,,,,,,,,,,,
IKOLE,IKOLE WEST II,02,IN FRONT OF OGUNTUASE'S HOUSE - ADURALERE,013,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKOLE,IKOLE EAST,03,A. U. D. PRIMARY SCHOOL - IDEMO / IWETIN,001,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IKUNRI PREMISES - IKUNRI / GENERAL HOSPITAL/ EGBEOBA,002,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,OKE IJEBU BUS STOP - OKE IJEBU / ATIBA RAMATU,003,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,BESIDE MR. JEGEDE'S HOUSE - ILUGA,004,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF ONISE'S HOUSE - ILISE,005,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF IGBALAJOBI'S HOUSE - IMIRO,006,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF SAJOWA'S HOUSE - ITOSA / ILESI,007,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF IBISCO HOUSE - IGBOROKO,008,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF OBASALU'S HOUSE - TAYE / OKO TANYIN,009,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF CHIEF OLOMIDI GBASA'S HOUSE - IGBASA / IKASI/ ILADO,010,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,IN FRONT OF CHIEF OSAYINDOGAN'S HOUSE - MOLETE,011,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,OPPOSITE JEHOVAH WITHNESS CHURCH - IGBO ODO,012,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,NEAR GENERAL HOSPITAL,013,,,,,,,,,,,,,,,
IKOLE,IKOLE EAST,03,COMMUNITY PRIMARY SCHOOL II OKE IJEBU,014,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF ANIFOWOSE'S HOUSE - IDEMO I,001,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,BESIDE ST. PAUL OLOGEDE - ILODA,002,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF IDEMO'S HOUSE - IDEMO,003,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF OLOMINU'S HOUSE - IWAKUN,004,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF OLAIYA'S HOUSE - IYINMI,005,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF CHIEF RAWA'S HOUSE - IJOMU,006,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF OLOMODODO'S HOUSE - OMODODO I,007,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,BESIDES OLOKA'S HOUSE - OMODODO II,008,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF NATHANIEL ABE'S HOUSE - OMODODO III,009,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,BESIDE OF ADE OKEYA'S HOUSE - OMODODO IV,010,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF OLOTIN'S PALACE - ILOTIN I,011,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF FAMOROTI'S HOUSE - ILOTIN II,012,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF ELEKOLE'S PALACE - AOFIN,013,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF BALOGBO'S HOUSE - OKE ODE I,014,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF DR. FILANI'S HOUSE - OKE ODE II,015,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF ONIKOYI'S PALACE - ODO ODE I,016,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF ORISUNBARE PRIMARY SCHOOL - IWETIN,017,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF SANI'S HOUSE - IGBALE / ODO IRO,018,,,,,,,,,,,,,,,
IKOLE,IKOLE NORTH,04,IN FRONT OF BAYO FAFURE'S HOUSE - ILE GBURE,019,,,,,,,,,,,,,,,
